Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_cover_recalc
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,25,75,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,5,95,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,25,75,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,30,70,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,10,90,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,25,75,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,10,90,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,25,75,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,15,85,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,0,100,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,1-Jul-14,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,85,NA,NA,NA,NA
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,60,40,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,50,50,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,15,85,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,30,70,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,35,65,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,20,80,100,NA,NA,100
NA,NA,NA,NA,NA,0,40,60,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,5,95,100,NA,NA,100
NA,NA,NA,NA,NA,0,0,100,100,NA,NA,100
NA,NA,NA,NA,NA,0,25,75,100,NA,NA,100
NA,NA,NA,NA,NA,0,10,90,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,5,0,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,55,0,45,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,75,0,25,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,70,0,30,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,65,0,35,100,NA,NA,100
NA,NA,NA,NA,NA,75,0,25,100,NA,NA,100
NA,NA,NA,NA,NA,70,0,30,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,70,5,25,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,75,0,25,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,90,5,5,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,100,0,0,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,95,0,5,100,NA,NA,100
NA,NA,NA,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,85,15,0,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,70,0,30,100,NA,NA,100
NA,NA,NA,NA,NA,75,0,25,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,NA,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,95,5,0,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,70,0,30,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,65,0,35,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,10,5,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,20,5,75,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,75,0,25,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,70,0,30,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,75,0,25,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,5,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,55,5,40,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,65,0,35,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,95,0,5,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,75,0,25,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,5,5,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,60,0,40,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,90,0,10,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,70,0,30,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,80,0,20,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,80,0,20,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,75,0,25,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,80,0,20,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,65,0,35,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,70,0,30,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,10-Jun-14,NA,NA,85,0,15,100,NA,NA,100
NA,NA,NA,NA,NA,60,0,40,100,NA,NA,100
NA,NA,NA,NA,NA,45,10,45,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,60,10,30,100,NA,NA,100
NA,NA,NA,NA,NA,20,20,60,100,NA,NA,100
NA,NA,NA,NA,NA,60,0,40,100,NA,NA,100
NA,NA,NA,NA,NA,60,10,30,100,NA,NA,100
NA,NA,NA,NA,NA,50,0,50,100,NA,NA,100
NA,NA,NA,NA,NA,40,10,50,100,NA,NA,100
NA,NA,NA,NA,NA,50,45,5,100,NA,NA,100
NA,NA,NA,NA,NA,60,20,20,100,NA,NA,100
NA,NA,NA,NA,NA,75,0,25,100,NA,NA,100
NA,NA,NA,NA,NA,80,0,20,100,NA,NA,100
NA,NA,NA,NA,NA,40,0,60,100,NA,NA,100
NA,NA,NA,NA,NA,80,5,15,100,NA,NA,100
NA,NA,NA,NA,NA,70,25,5,100,NA,NA,100
NA,NA,NA,NA,NA,70,5,15,90,NA,NA,90
NA,NA,NA,NA,NA,50,5,45,100,NA,NA,100
NA,NA,NA,NA,NA,70,0,20,90,NA,NA,90
NA,NA,NA,NA,NA,45,5,50,100,NA,NA,100
